id,matched_ids,merged_skills
255,"[228.0, 273.0, 260.0, 43.0, 490.0, 264.0, 229.0, 3.0, 248.0, 262.0]","{'openshift', 'monitoring', 'component', 'business', 'design', 'network security', 'azure', 'business intelligence', 'project management', 'diagram', 'analytics', 'data system', 'software', 'enterprise system', 'play', 'support', 'marketing', 'scala', 'business process', 'openstack', 'mobile', 'google', 'engineering', 'big data', 'software engineering', 'java', 'release', 'web service', 'security'}"
256,"[254.0, 261.0, 232.0, 382.0, 235.0, 264.0, 268.0, 279.0, 383.0, 251.0]","{'domain knowledge', 'control engineering', 'business', 'asp net', 'continuous deployment', 'design', 'server', 'finance', 'xcode', 'memory management', 'project management', 'data warehouse', 'advertising', 'testing', 'wireframing', 'schedule', 'deployment', 'code review', 'analytics', 'ruby', 'database', 'software', 'web service', 'framework', 'source code', 'workflow', 'play', 'marketing automation', 'support', 'marketing', 'swift', 'bamboo', 'computer science', 'mobile', 'objective c', 'oracle', 'scalability', 'engineering', 'big data', 'java', 'release', 'devops', 'security', 'collaboration'}"
257,"[253.0, 20.0, 134.0, 118.0, 128.0, 268.0, 267.0, 174.0, 382.0, 227.0]","{'component', 'monitoring', 'domain knowledge', 'data analysis', 'specification', 'business', 'asp net', 'continuous deployment', 'design', 'data validation', 'project management', 'data warehouse', 'testing', 'process management', 'data mining', 'schedule', 'code review', 'ruby', 'database', 'data system', 'software', 'support', 'marketing', 'bamboo', 'computer science', 'comprehension', 'business process', 'mobile', 'oracle', 'engineering', 'material', 'data management', 'big data', 'confluence', 'java', 'release', 'devops', 'tableau', 'security', 'collaboration'}"
258,"[264.0, 232.0, 279.0, 226.0, 280.0, 490.0, 259.0, 227.0, 246.0, 268.0]","{'domain knowledge', 'business', 'slack', 'asp net', 'continuous deployment', 'design', 'finance', 'drupal', 'project management', 'data warehouse', 'testing', 'process management', 'schedule', 'analytics', 'ruby', 'software', 'squarespace', 'workflow', 'play', 'support', 'marketing', 'scala', 'bamboo', 'computer science', 'business process', 'mobile', 'oracle', 'engineering', 'telephony', 'big data', 'confluence', 'java', 'release', 'devops', 'security', 'collaboration'}"
259,"[258.0, 279.0, 490.0, 235.0, 228.0, 260.0, 158.0, 261.0, 263.0, 232.0]","{'monitoring', 'control engineering', 'business', 'design', 'finance', 'data validation', 'project management', 'testing', 'schedule', 'analytics', 'database', 'workflow', 'play', 'support', 'marketing', 'scala', 'computer science', 'business process', 'mobile', 'scalability', 'engineering', 'data management', 'java', 'release'}"
260,"[494.0, 273.0, 251.0, 490.0, 357.0, 76.0, 408.0, 170.0, 261.0, 280.0]","{'data analysis', 'business', 'slack', 'medium', 'network security', 'data science', 'finance', 'nosql', 'advertising', 'visualization', 'drupal', 'hadoop', 'wireframing', 'analytics', 'database', 'software', 'squarespace', 'front end', 'marketing automation', 'relational database', 'support', 'scala', 'computer science', 'business process', 'python', 'mobile', 'engineering', 'impala', 'big data', 'java', 'android', 'data processing'}"
261,"[227.0, 251.0, 232.0, 264.0, 247.0, 60.0, 260.0, 249.0, 235.0, 279.0]","{'control engineering', 'business', 'design', 'server', 'finance', 'advertising', 'wireframing', 'process management', 'analytics', 'software', 'workflow', 'play', 'marketing automation', 'support', 'marketing', 'computer science', 'ambiguity', 'mobile', 'scalability', 'engineering', 'confluence', 'throughput', 'java', 'release', 'security'}"
262,"[263.0, 271.0, 248.0, 228.0, 232.0, 270.0, 279.0, 276.0, 229.0, 265.0]","{'component', 'data analysis', 'specification', 'business', 'design', 'finance', 'accounting', 'business intelligence', 'project management', 'testing', 'analytics', 'game development', 'software', 'workflow', 'play', 'support', 'marketing', 'computer science', 'mobile', 'engineering', 'big data', 'release', 'commerce', 'collaboration'}"
263,"[271.0, 262.0, 248.0, 228.0, 232.0, 229.0, 270.0, 279.0, 276.0, 265.0]","{'component', 'data analysis', 'specification', 'business', 'design', 'finance', 'accounting', 'business intelligence', 'project management', 'testing', 'analytics', 'game development', 'software', 'workflow', 'play', 'support', 'marketing', 'computer science', 'mobile', 'engineering', 'big data', 'release', 'commerce', 'collaboration'}"
264,"[235.0, 258.0, 227.0, 270.0, 261.0, 490.0, 231.0, 232.0, 279.0, 228.0]","{'control engineering', 'specification', 'business', 'design', 'finance', 'accounting', 'project management', 'testing', 'schedule', 'process management', 'analytics', 'software', 'workflow', 'play', 'support', 'marketing', 'scala', 'computer science', 'business process', 'mobile', 'scalability', 'engineering', 'ecommerce', 'confluence', 'content management', 'java', 'release', 'information management', 'security', 'collaboration'}"
265,"[248.0, 276.0, 263.0, 271.0, 262.0, 269.0, 236.0, 261.0, 274.0, 384.0]","{'data analysis', 'specification', 'business', 'design', 'finance', 'javascript', 'debugging', 'project management', 'testing', 'ruby', 'software', 'github', 'workflow', 'trend analysis', 'support', 'marketing', 'computer science', 'python', 'publishing', 'mobile', 'engineering', 'ecommerce', 'java', 'commerce', 'android', 'web service', 'collaboration'}"
266,"[281.0, 473.0, 504.0, 32.0, 272.0, 63.0, 502.0, 264.0, 454.0, 27.0]","{'monitoring', 'component', 'specification', 'business', 'junit', 'apache tomcat', 'design', 'server', 'finance', 'accounting', 'javascript', 'nosql', 'maven', 'devops', 'debugging', 'business intelligence', 'data warehouse', 'advertising', 'project management', 'testing', 'schedule', 'data structure', 'database', 'software', 'framework', 'hibernate', 'visual studio', 'database design', 'data modeling', 'high availability', 'spring', 'support', 'marketing', 'user interface', 'information management', 'computer science', 'jquery', 'oracle', 'eclipse', 'scalability', 'engineering', 'message queue', 'mysql', 'continuous integration', 'complex system', 'content management', 'java', 'release', 'knowledge base', 'data exchange', 'documentation', 'web service', 'security', 'programming language'}"
267,"[264.0, 258.0, 270.0, 227.0, 263.0, 271.0, 262.0, 231.0, 268.0, 269.0]","{'domain knowledge', 'specification', 'business', 'asp net', 'continuous deployment', 'design', 'finance', 'accounting', 'devops', 'project management', 'data warehouse', 'testing', 'schedule', 'process management', 'analytics', 'ruby', 'software', 'trend analysis', 'support', 'marketing', 'bamboo', 'computer science', 'mobile', 'oracle', 'engineering', 'ecommerce', 'big data', 'confluence', 'content management', 'java', 'release', 'information management', 'security', 'collaboration'}"
268,"[371.0, 378.0, 382.0, 227.0, 264.0, 258.0, 261.0, 279.0, 77.0, 297.0]","{'component', 'specification', 'business', 'asp net', 'design', 'xcode', 'debugging', 'project management', 'testing', 'process management', 'code review', 'schedule', 'deployment', 'database', 'software', 'cloud foundry', 'support', 'marketing', 'computer science', 'mobile', 'objective c', 'engineering', 'confluence', 'software engineering', 'release', 'documentation', 'web service', 'security'}"
269,"[248.0, 265.0, 232.0, 261.0, 227.0, 264.0, 263.0, 262.0, 271.0, 251.0]","{'component', 'data analysis', 'specification', 'business', 'design', 'finance', 'project management', 'advertising', 'testing', 'wireframing', 'process management', 'game development', 'software', 'workflow', 'play', 'marketing automation', 'support', 'marketing', 'computer science', 'mobile', 'engineering', 'confluence', 'security'}"
270,"[264.0, 263.0, 271.0, 262.0, 240.0, 276.0, 258.0, 261.0, 490.0, 227.0]","{'business', 'design', 'business administration', 'project management', 'schedule', 'deployment', 'process management', 'software', 'workflow', 'support', 'marketing', 'scala', 'computer science', 'business process', 'engineering', 'confluence', 'java', 'commerce', 'release', 'web service', 'security', 'collaboration'}"
271,"[263.0, 262.0, 248.0, 228.0, 232.0, 229.0, 270.0, 276.0, 279.0, 265.0]","{'component', 'data analysis', 'specification', 'business', 'design', 'finance', 'accounting', 'business intelligence', 'project management', 'testing', 'analytics', 'game development', 'software', 'workflow', 'play', 'support', 'marketing', 'computer science', 'mobile', 'engineering', 'big data', 'release', 'commerce', 'collaboration'}"
272,"[258.0, 273.0, 227.0, 287.0, 108.0, 280.0, 307.0, 333.0, 269.0, 252.0]","{'specification', 'business', 'slack', 'medium', 'design', 'network security', 'finance', 'drupal', 'schedule', 'process management', 'software', 'squarespace', 'trend analysis', 'broadcasting', 'support', 'mobile', 'docker', 'engineering', 'confluence', 'release', 'security'}"
273,"[260.0, 287.0, 218.0, 251.0, 309.0, 40.0, 307.0, 333.0, 310.0, 370.0]","{'advertising', 'front end', 'marketing automation', 'wireframing', 'business', 'support', 'medium', 'design', 'objective c', 'web service', 'mobile'}"
274,"[276.0, 271.0, 263.0, 262.0, 265.0, 277.0, 246.0, 270.0, 240.0, 261.0]","{'component', 'data analysis', 'specification', 'business', 'design', 'finance', 'accounting', 'business administration', 'project management', 'testing', 'queue', 'deployment', 'game development', 'analytics', 'software', 'workflow', 'support', 'back office', 'marketing', 'computer science', 'mobile', 'engineering', 'telephony', 'commerce', 'release', 'sketch', 'web service', 'collaboration'}"
275,"[246.0, 234.0, 193.0, 149.0, 358.0, 355.0, 148.0, 105.0, 337.0, 241.0]","{'monitoring', 'concurrency', 'component', 'kissmetrics', 'data analysis', 'algorithm', 'business', 'machine learning', 'design', 'data visualization', 'javascript', 'memory management', 'drupal', 'visualization', 'project management', 'testing', 'analytics', 'data structure', 'database', 'software', 'framework', 'data modeling', 'angular', 'google analytics', 'support', 'marketing', 'computer science', 'library', 'business process', 'python', 'mobile', 'objective c', 'jquery', 'engineering', 'telephony', 'ecommerce', 'software engineering', 'content management', 'java', 'commerce', 'documentation', 'collaboration', 'optimizely'}"
276,"[274.0, 271.0, 263.0, 262.0, 265.0, 270.0, 277.0, 240.0, 246.0, 248.0]","{'component', 'data analysis', 'specification', 'business', 'design', 'finance', 'accounting', 'business administration', 'project management', 'testing', 'queue', 'deployment', 'game development', 'analytics', 'software', 'workflow', 'support', 'back office', 'marketing', 'computer science', 'mobile', 'engineering', 'telephony', 'ecommerce', 'commerce', 'release', 'sketch', 'web service', 'collaboration'}"
277,"[230.0, 490.0, 276.0, 274.0, 240.0, 232.0, 280.0, 108.0, 259.0, 55.0]","{'business', 'slack', 'medium', 'design', 'finance', 'business administration', 'project management', 'drupal', 'testing', 'deployment', 'software', 'squarespace', 'workflow', 'play', 'support', 'marketing', 'scala', 'swift', 'computer science', 'business process', 'mobile', 'objective c', 'docker', 'engineering', 'ecommerce', 'java', 'commerce', 'web service', 'security', 'collaboration'}"
278,"[178.0, 147.0, 63.0, 98.0, 66.0, 247.0, 371.0, 430.0, 499.0, 385.0]","{'component', 'data transmission', 'data analysis', 'specification', 'business', 'junit', 'medium', 'design', 'server', 'javascript', 'finance', 'xcode', 'project management', 'testing', 'schedule', 'deployment', 'image processing', 'analytics', 'database', 'operating system', 'software', 'framework', 'cloud foundry', 'database design', 'relational database', 'support', 'marketing', 'response time', 'computer science', 'ambiguity', 'jquery', 'mobile', 'oracle', 'objective c', 'engineering', 'material', 'throughput', 'shell', 'embedded system', 'java', 'android', 'release', 'documentation', 'cloud hosting', 'tableau', 'security'}"
279,"[232.0, 490.0, 384.0, 263.0, 271.0, 258.0, 262.0, 261.0, 264.0, 235.0]","{'control engineering', 'business', 'design', 'finance', 'debugging', 'testing', 'schedule', 'analytics', 'workflow', 'play', 'support', 'marketing', 'scala', 'computer science', 'business process', 'publishing', 'mobile', 'scalability', 'engineering', 'java', 'android', 'release'}"
280,"[251.0, 388.0, 260.0, 261.0, 258.0, 230.0, 232.0, 357.0, 453.0, 361.0]","{'business', 'design', 'finance', 'xcode', 'advertising', 'testing', 'wireframing', 'schedule', 'deployment', 'workflow', 'play', 'marketing automation', 'support', 'marketing', 'swift', 'computer science', 'chef', 'mobile', 'engineering', 'android', 'release', 'java'}"
281,"[309.0, 333.0, 49.0, 32.0, 310.0, 267.0, 280.0, 227.0, 266.0, 298.0]","{'component', 'knowledge management', 'business', 'slack', 'specification', 'medium', 'design', 'finance', 'drupal', 'diagram', 'project management', 'advertising', 'process management', 'kong', 'software', 'framework', 'squarespace', 'front end', 'workflow', 'support', 'business process', 'mobile', 'oracle', 'engineering', 'confluence', 'java', 'release', 'decision tree', 'security'}"
282,"[290.0, 297.0, 326.0, 299.0, 317.0, 291.0, 303.0, 283.0, 296.0, 314.0]","{'component', 'metadata', 'specification', 'business', 'ajax', 'design', 'javascript', 'data model', 'bootstrap', 'project management', 'testing', 'deployment', 'analytics', 'software', 'framework', 'front end', 'workflow', 'angular', 'relational database', 'support', 'marketing', 'user interface', 'computer science', 'mobile', 'jquery', 'oracle', 'eclipse', 'material', 'engineering', 'interaction', 'java', 'release', 'documentation', 'web service', 'object model'}"
283,"[284.0, 291.0, 324.0, 326.0, 303.0, 74.0, 289.0, 285.0, 329.0, 310.0]","{'component', 'workflow', 'metadata', 'business', 'deployment', 'support', 'marketing', 'design', 'java', 'server', 'javascript', 'security', 'box', 'web service', 'jquery'}"
284,"[283.0, 333.0, 291.0, 316.0, 298.0, 303.0, 329.0, 324.0, 330.0, 285.0]","{'component', 'workflow', 'advertising', 'metadata', 'system integration', 'business', 'deployment', 'support', 'marketing', 'design', 'java', 'javascript', 'web service', 'security', 'jquery'}"
285,"[326.0, 324.0, 291.0, 303.0, 329.0, 330.0, 296.0, 314.0, 286.0, 283.0]","{'component', 'metadata', 'specification', 'business', 'design', 'composer', 'javascript', 'testing', 'deployment', 'analytics', 'software', 'workflow', 'relational database', 'support', 'marketing', 'computer science', 'jquery', 'oracle', 'eclipse', 'engineering', 'continuous integration', 'java', 'release', 'interaction', 'web service', 'security'}"
286,"[296.0, 285.0, 316.0, 329.0, 330.0, 291.0, 324.0, 284.0, 317.0, 294.0]","{'component', 'metadata', 'business', 'ajax', 'design', 'javascript', 'data validation', 'bootstrap', 'customer relationship management', 'testing', 'deployment', 'analytics', 'database', 'software', 'framework', 'front end', 'workflow', 'angular', 'system integration', 'support', 'marketing', 'user interface', 'jquery', 'mobile', 'eclipse', 'engineering', 'java', 'security', 'box', 'web service'}"
287,"[289.0, 333.0, 470.0, 465.0, 453.0, 307.0, 273.0, 310.0, 218.0, 26.0]","{'spring', 'business', 'asp net', 'ajax', 'design', 'java', 'network security', 'javascript', 'server', 'framework', 'jquery'}"
288,"[294.0, 299.0, 296.0, 314.0, 293.0, 331.0, 312.0, 77.0, 430.0, 128.0]","{'metadata', 'data analysis', 'specification', 'business', 'asp net', 'design', 'server', 'javascript', 'finance', 'data validation', 'debugging', 'data model', 'customer relationship management', 'data warehouse', 'testing', 'deployment', 'code review', 'analytics', 'database', 'software', 'framework', 'database design', 'workflow', 'system integration', 'relational database', 'support', 'marketing', 'computer science', 'business process', 'data integrity', 'jquery', 'oracle', 'eclipse', 'engineering', 'material', 'continuous integration', 'software engineering', 'java', 'release', 'interaction', 'documentation', 'web service', 'object model', 'security'}"
289,"[287.0, 470.0, 283.0, 310.0, 453.0, 307.0, 333.0, 284.0, 337.0, 328.0]","{'component', 'angular', 'spring', 'business', 'design', 'java', 'javascript', 'framework', 'documentation', 'box', 'collaboration', 'jquery'}"
290,"[282.0, 297.0, 336.0, 321.0, 334.0, 312.0, 305.0, 299.0, 291.0, 296.0]","{'component', 'specification', 'business', 'design', 'javascript', 'data model', 'project management', 'testing', 'schedule', 'deployment', 'data structure', 'database', 'software', 'framework', 'hibernate', 'rest api', 'workflow', 'data modeling', 'spring', 'system integration', 'relational database', 'support', 'computer science', 'business process', 'jquery', 'oracle', 'material', 'engineering', 'mysql', 'continuous integration', 'software engineering', 'java', 'documentation', 'web service', 'object model', 'collaboration'}"
291,"[283.0, 285.0, 314.0, 326.0, 303.0, 296.0, 317.0, 284.0, 324.0, 329.0]","{'component', 'metadata', 'specification', 'business', 'ajax', 'design', 'javascript', 'bootstrap', 'testing', 'deployment', 'analytics', 'software', 'framework', 'front end', 'workflow', 'angular', 'relational database', 'support', 'marketing', 'user interface', 'computer science', 'box', 'jquery', 'mobile', 'eclipse', 'engineering', 'java', 'release', 'interaction', 'web service', 'security'}"
292,"[120.0, 130.0, 316.0, 145.0, 82.0, 153.0, 1.0, 473.0, 41.0, 264.0]","{'monitoring', 'metadata', 'segment', 'data analysis', 'specification', 'business', 'ajax', 'design', 'server', 'javascript', 'devops', 'business intelligence', 'business administration', 'data model', 'data warehouse', 'visualization', 'deployment', 'database', 'software', 'data quality', 'visual studio', 'database design', 'data modeling', 'trend analysis', 'system integration', 'relational database', 'support', 'rotation', 'user interface', 'computer science', 'data integrity', 'chef', 'jquery', 'oracle', 'eclipse', 'data management', 'continuous integration', 'complex system', 'shell', 'java', 'knowledge base', 'documentation', 'web service', 'tableau', 'security', 'programming language'}"
293,"[296.0, 288.0, 336.0, 334.0, 331.0, 312.0, 294.0, 297.0, 250.0, 305.0]","{'component', 'metadata', 'collaboration', 'specification', 'business', 'design', 'finance', 'data validation', 'customer relationship management', 'data warehouse', 'project management', 'testing', 'schedule', 'deployment', 'analytics', 'data structure', 'database', 'software', 'framework', 'rest api', 'enterprise system', 'workflow', 'data modeling', 'system integration', 'support', 'marketing', 'middleware', 'business process', 'engineering', 'continuous integration', 'java', 'release', 'web service', 'programming language'}"
294,"[296.0, 314.0, 299.0, 285.0, 288.0, 330.0, 329.0, 77.0, 336.0, 291.0]","{'component', 'metadata', 'specification', 'business', 'asp net', 'design', 'javascript', 'debugging', 'data model', 'testing', 'deployment', 'code review', 'analytics', 'data structure', 'database', 'software', 'rest api', 'enterprise system', 'workflow', 'data modeling', 'relational database', 'support', 'marketing', 'computer science', 'business process', 'jquery', 'oracle', 'eclipse', 'engineering', 'material', 'software engineering', 'java', 'release', 'interaction', 'documentation', 'web service', 'object model', 'programming language'}"
295,"[302.0, 308.0, 299.0, 326.0, 303.0, 282.0, 290.0, 336.0, 505.0, 454.0]","{'component', 'monitoring', 'specification', 'business', 'ajax', 'junit', 'design', 'server', 'javascript', 'debugging', 'data model', 'testing', 'deployment', 'data structure', 'database', 'software', 'rest api', 'workflow', 'data modeling', 'relational database', 'support', 'computer science', 'business process', 'jquery', 'oracle', 'functional testing', 'material', 'interaction', 'java', 'documentation', 'web service', 'object model'}"
296,"[286.0, 329.0, 330.0, 324.0, 294.0, 285.0, 291.0, 326.0, 303.0, 314.0]","{'component', 'metadata', 'specification', 'business', 'composer', 'design', 'javascript', 'data validation', 'customer relationship management', 'testing', 'deployment', 'analytics', 'database', 'software', 'workflow', 'system integration', 'relational database', 'support', 'marketing', 'computer science', 'jquery', 'oracle', 'eclipse', 'engineering', 'continuous integration', 'java', 'release', 'interaction', 'web service', 'security'}"
297,"[290.0, 282.0, 321.0, 300.0, 336.0, 305.0, 334.0, 299.0, 98.0, 316.0]","{'component', 'specification', 'business', 'design', 'javascript', 'data model', 'diagram', 'testing', 'schedule', 'deployment', 'data structure', 'database', 'software', 'framework', 'hibernate', 'rest api', 'workflow', 'data modeling', 'spring', 'system integration', 'relational database', 'support', 'marketing', 'computer science', 'business process', 'jquery', 'oracle', 'material', 'mysql', 'software engineering', 'interaction', 'java', 'android', 'documentation', 'web service', 'cloud hosting', 'object model', 'collaboration'}"
298,"[333.0, 309.0, 330.0, 329.0, 284.0, 283.0, 316.0, 296.0, 324.0, 303.0]","{'component', 'workflow', 'engineering', 'business', 'system integration', 'deployment', 'support', 'marketing', 'design', 'java', 'javascript', 'jquery', 'web service', 'box', 'security', 'front end'}"
299,"[505.0, 326.0, 302.0, 317.0, 308.0, 295.0, 303.0, 294.0, 336.0, 282.0]","{'component', 'metadata', 'specification', 'business', 'ajax', 'design', 'server', 'javascript', 'data validation', 'debugging', 'bootstrap', 'customer relationship management', 'testing', 'deployment', 'analytics', 'data structure', 'database', 'software', 'framework', 'rest api', 'front end', 'workflow', 'data modeling', 'angular', 'system integration', 'relational database', 'support', 'marketing', 'user interface', 'computer science', 'business process', 'mobile', 'jquery', 'functional testing', 'eclipse', 'engineering', 'java', 'interaction', 'documentation', 'web service'}"
300,"[301.0, 297.0, 327.0, 336.0, 334.0, 335.0, 332.0, 304.0, 330.0, 331.0]","{'component', 'specification', 'business', 'medium', 'design', 'javascript', 'business intelligence', 'project management', 'diagram', 'data warehouse', 'testing', 'schedule', 'deployment', 'data structure', 'database', 'software', 'rest api', 'data quality', 'workflow', 'data modeling', 'relational database', 'support', 'back office', 'marketing', 'computer science', 'business process', 'jquery', 'engineering', 'skype', 'documentation', 'web service', 'security'}"
301,"[300.0, 327.0, 297.0, 336.0, 331.0, 335.0, 334.0, 332.0, 290.0, 310.0]","{'component', 'specification', 'business', 'design', 'project management', 'diagram', 'data warehouse', 'testing', 'schedule', 'data structure', 'database', 'software', 'rest api', 'data quality', 'data modeling', 'support', 'back office', 'marketing', 'computer science', 'business process', 'engineering', 'interaction', 'java', 'documentation', 'web service'}"
302,"[295.0, 308.0, 299.0, 326.0, 303.0, 282.0, 336.0, 334.0, 505.0, 290.0]","{'component', 'specification', 'business', 'ajax', 'design', 'server', 'javascript', 'debugging', 'data model', 'testing', 'deployment', 'data structure', 'database', 'software', 'rest api', 'workflow', 'data modeling', 'relational database', 'support', 'computer science', 'business process', 'oracle', 'functional testing', 'material', 'interaction', 'java', 'documentation', 'web service', 'object model'}"
303,"[326.0, 329.0, 330.0, 324.0, 291.0, 285.0, 314.0, 283.0, 296.0, 305.0]","{'component', 'metadata', 'specification', 'business', 'design', 'javascript', 'testing', 'deployment', 'analytics', 'software', 'workflow', 'relational database', 'support', 'marketing', 'computer science', 'jquery', 'eclipse', 'engineering', 'java', 'release', 'interaction', 'web service', 'security', 'collaboration'}"
304,"[296.0, 324.0, 326.0, 336.0, 334.0, 317.0, 329.0, 330.0, 314.0, 299.0]","{'component', 'metadata', 'specification', 'business', 'ajax', 'design', 'javascript', 'data model', 'bootstrap', 'testing', 'deployment', 'analytics', 'data structure', 'database', 'software', 'framework', 'rest api', 'front end', 'workflow', 'data modeling', 'angular', 'relational database', 'support', 'marketing', 'user interface', 'computer science', 'business process', 'mobile', 'jquery', 'oracle', 'eclipse', 'engineering', 'material', 'java', 'release', 'interaction', 'documentation', 'web service', 'object model', 'security'}"
305,"[303.0, 291.0, 296.0, 312.0, 290.0, 336.0, 334.0, 326.0, 314.0, 282.0]","{'component', 'metadata', 'specification', 'business', 'design', 'javascript', 'testing', 'deployment', 'analytics', 'data structure', 'database', 'software', 'framework', 'rest api', 'workflow', 'data modeling', 'relational database', 'support', 'marketing', 'computer science', 'business process', 'jquery', 'eclipse', 'engineering', 'continuous integration', 'java', 'interaction', 'release', 'web service'}"
306,"[315.0, 313.0, 336.0, 305.0, 334.0, 297.0, 326.0, 316.0, 312.0, 293.0]","{'component', 'specification', 'business', 'design', 'javascript', 'project management', 'testing', 'deployment', 'code review', 'data structure', 'database', 'software', 'framework', 'rest api', 'workflow', 'data modeling', 'system integration', 'support', 'marketing', 'computer science', 'business process', 'data integrity', 'jquery', 'data management', 'continuous integration', 'java', 'release', 'web service', 'security', 'collaboration'}"
307,"[310.0, 333.0, 289.0, 442.0, 287.0, 283.0, 298.0, 74.0, 187.0, 465.0]","{'oracle', 'advertising', 'design', 'java', 'server', 'javascript'}"
308,"[295.0, 302.0, 299.0, 304.0, 326.0, 336.0, 303.0, 505.0, 334.0, 282.0]","{'component', 'specification', 'business', 'ajax', 'medium', 'design', 'server', 'javascript', 'debugging', 'business intelligence', 'data model', 'testing', 'deployment', 'data structure', 'database', 'software', 'rest api', 'workflow', 'data modeling', 'relational database', 'support', 'computer science', 'business process', 'jquery', 'oracle', 'functional testing', 'material', 'interaction', 'java', 'documentation', 'web service', 'object model', 'security'}"
309,"[298.0, 333.0, 296.0, 273.0, 284.0, 310.0, 283.0, 291.0, 330.0, 329.0]","{'component', 'engineering', 'advertising', 'business', 'support', 'design', 'network security', 'java', 'javascript', 'box', 'web service', 'jquery'}"
310,"[307.0, 333.0, 289.0, 283.0, 74.0, 470.0, 428.0, 465.0, 442.0, 40.0]","{'oracle', 'spring', 'business', 'design', 'server', 'java', 'javascript', 'database', 'framework', 'devops', 'web service'}"
311,"[305.0, 329.0, 85.0, 330.0, 303.0, 296.0, 490.0, 288.0, 495.0, 322.0]","{'component', 'collaboration', 'business', 'asp net', 'design', 'syntax', 'javascript', 'deployment', 'code review', 'software', 'enterprise system', 'workflow', 'angular', 'system integration', 'support', 'marketing', 'scala', 'computer science', 'business process', 'jquery', 'engineering', 'java', 'release', 'data exchange', 'documentation', 'web service', 'programming language'}"
312,"[290.0, 321.0, 305.0, 296.0, 299.0, 282.0, 288.0, 331.0, 291.0, 98.0]","{'component', 'specification', 'business', 'programming language', 'design', 'javascript', 'data model', 'data warehouse', 'testing', 'schedule', 'deployment', 'database', 'software', 'framework', 'hibernate', 'enterprise system', 'workflow', 'spring', 'system integration', 'relational database', 'support', 'marketing', 'computer science', 'business process', 'jquery', 'oracle', 'engineering', 'material', 'mysql', 'software engineering', 'interaction', 'java', 'release', 'android', 'documentation', 'web service', 'cloud hosting', 'object model', 'collaboration'}"
313,"[315.0, 316.0, 296.0, 314.0, 306.0, 326.0, 324.0, 312.0, 294.0, 329.0]","{'component', 'metadata', 'specification', 'business', 'continuous deployment', 'design', 'javascript', 'data validation', 'business intelligence', 'customer relationship management', 'testing', 'deployment', 'analytics', 'database', 'software', 'framework', 'passenger', 'workflow', 'system integration', 'relational database', 'support', 'marketing', 'computer science', 'jquery', 'eclipse', 'engineering', 'data management', 'continuous integration', 'java', 'release', 'interaction', 'commerce', 'jenkins', 'web service', 'security'}"
314,"[324.0, 326.0, 291.0, 303.0, 285.0, 294.0, 296.0, 336.0, 334.0, 329.0]","{'component', 'metadata', 'business', 'design', 'javascript', 'data validation', 'customer relationship management', 'testing', 'deployment', 'analytics', 'data structure', 'database', 'software', 'rest api', 'workflow', 'data modeling', 'system integration', 'support', 'marketing', 'business process', 'jquery', 'engineering', 'java', 'web service', 'security'}"
315,"[313.0, 316.0, 296.0, 314.0, 306.0, 312.0, 326.0, 294.0, 329.0, 324.0]","{'component', 'metadata', 'specification', 'business', 'continuous deployment', 'design', 'javascript', 'data validation', 'business intelligence', 'customer relationship management', 'testing', 'deployment', 'analytics', 'database', 'software', 'framework', 'passenger', 'workflow', 'system integration', 'relational database', 'support', 'marketing', 'computer science', 'jquery', 'eclipse', 'engineering', 'data management', 'continuous integration', 'java', 'release', 'interaction', 'commerce', 'jenkins', 'web service', 'security'}"
316,"[284.0, 286.0, 313.0, 315.0, 285.0, 282.0, 298.0, 333.0, 291.0, 314.0]","{'component', 'metadata', 'specification', 'business', 'design', 'composer', 'javascript', 'advertising', 'testing', 'deployment', 'analytics', 'software', 'workflow', 'relational database', 'support', 'marketing', 'computer science', 'box', 'jquery', 'oracle', 'eclipse', 'data management', 'continuous integration', 'java', 'release', 'interaction', 'web service', 'security'}"
317,"[326.0, 291.0, 299.0, 285.0, 505.0, 282.0, 329.0, 304.0, 330.0, 283.0]","{'component', 'metadata', 'specification', 'business', 'medium', 'design', 'server', 'javascript', 'business intelligence', 'data model', 'testing', 'deployment', 'database', 'software', 'workflow', 'relational database', 'support', 'business process', 'jquery', 'oracle', 'material', 'java', 'documentation', 'web service', 'object model', 'security'}"
318,"[303.0, 330.0, 329.0, 296.0, 32.0, 299.0, 290.0, 326.0, 284.0, 297.0]","{'component', 'specification', 'business', 'design', 'javascript', 'data model', 'project management', 'deployment', 'software', 'workflow', 'relational database', 'support', 'box', 'oracle', 'engineering', 'material', 'interaction', 'java', 'documentation', 'web service', 'object model'}"
319,"[286.0, 74.0, 330.0, 329.0, 333.0, 320.0, 298.0, 296.0, 326.0, 289.0]","{'component', 'oracle', 'workflow', 'engineering', 'advertising', 'data analysis', 'business', 'deployment', 'continuous integration', 'support', 'analytics', 'composer', 'java', 'server', 'design', 'javascript', 'web service'}"
320,"[477.0, 310.0, 74.0, 145.0, 283.0, 304.0, 141.0, 487.0, 453.0, 284.0]","{'component', 'segment', 'data analysis', 'specification', 'business', 'medium', 'design', 'server', 'javascript', 'business intelligence', 'data warehouse', 'visualization', 'hadoop', 'deployment', 'database', 'data quality', 'workflow', 'trend analysis', 'relational database', 'user interface', 'business process', 'python', 'jquery', 'oracle', 'shell', 'java', 'box', 'security'}"
