id,category,jd
412,database administrator,"Pondera is currently seeking skilled Database Engineer with the following skills:Knowledge, Skills and Abilities Required:• Advanced knowledge of the principles and methods of database design• Ability to work independently and as part of a team• Advanced analytical and problem solving skills• Ability to work cross functionally and communicate company database information to developers, management team members and others as needed• Strong interpersonal skills, including the ability to establish and maintain effective working relationships with individuals at all levels both inside and outside of the organization• Advance knowledge of Business Intelligence concepts• Follows instructions, responds to management direction• Strong knowledge of T-SQL• Advance knowledge of Extract, Transform and Load (ETL) process for data warehousing• Strong knowledge of Agile SDLC• Advanced in Microsoft SQL Server and components of SQL Server (SSIS, SSAS and SSRS)Preferred:• Advance knowledge of Microsoft SQL Server 2014• Intermediate in Oracle Business Intelligence• Intermediate in MySQL• Advance knowledge of Star and Snowflake schema"
413,database administrator,"#22431: Database Engineer  Location: San Francisco, CA Company:Our client is the most trusted leader in security — protecting traffic, data and infrastructure. They safeguard service providers, enterprises and consumers worldwide with immediate, predictive protection from ever-evolving network threats. Their patented threat protection software platform learns and adapts to escalating threats by leveraging big data analytics from locally collected data and from our Global Threat Network — the most comprehensive repository of global threat intelligence in the world. They provide proven, carrier-grade scalability and operability. And, unlike hardware and appliances, their solutions minimize the need for Cap Ex investment. Their Security Platform can be deployed on premise or in the cloud; in both traditional and virtualized environments. It will lower the cost of providing agile, automated security to your network while assuring business continuity. Their patented solutions protect more than 120 tier-one service providers worldwide, including AT&T, Verizon, Swisscom, Comcast, Cox and NTT. We have an extensive ecosystem of partners and we’re endorsed by the GSMA, which protects the interests of mobile operators across the globe. Role:This is an opportunity for a creative, self-motivated contributor to drive database systems architecture, administration and applications development in a production operations environment. Responsibilities: -Diagnose, benchmark and tune database performance-Manage LAMP-based systems including deployment, configuration, patching, upgrades, and monitoring-Manage several small Oracle Databases and Enterprise Manager-Support infrastructure using monitoring systems running Nagios/Icinga, Cacti, ElasticSearch/Kibana/LogStash-Support Puppet-based systems automation infrastructure including contributing to the repository of modules, configs, and ERB templates-Contribute to the development of operational tools and procedures-Provide 7-day rotation-based on-call support for the production service about once per month-Develop operations-support and customer reporting database applications-Data visualization and publishing (Excel, Reporting Services, Crystal Reports, FrontPage, IIS, Office Web Components)-Developing business and operational analysis from underlying data-Capable of managing customer expectations Requirements: -MySQL (Percona) database administration and performance tuning-SQL and Stored Procedure development and tuning-Some combination of bash, Perl, python, and/or ruby scripting for systems administrationLinux administration and troubleshooting-General Windows troubleshooting-5+ years in an internet service provider operations/engineering environment, contributing directly to systems design, deployment and administration-Keen awareness of criticality of production service administration-Exceptional written and verbal skills-Time management & ability to multitask effectively-BS in computer science or related field or 4+ years equivalent experience"
414,database administrator,"THIS IS NOT A REMOTE OPPORTUNITY / NO THIRD PARTY VENDORS Who is Taos? Taos is an IT consulting and services company that offers expertise across the strategic, management and tactical layers of IT and engineering organizations. As part of the nation's IT landscape since 1989, we offer opportunities that will allow you to achieve your career goals and objectives. We're changing the face of some of the most innovative companies with our diverse solution offerings, exceptional talent and thought leadership. Our clients look to us first for advice, insight, and support, driving us to relentlessly focus on customer success. Taos is immediately hiring a Senior MySQL Database Engineer for a cutting edge tech company in the Bay Area! Who you are:You want to work for a company with a global reach that thinks out of the box and has a vision of doing something never done before and accomplishes it. What we do: Build performance, scalable, highly-available data services and frameworks to store and access big data. As a Database Engineer, you'll be part of a team focused on the frameworks and automation tools. We are responsible for full stack of data services from architecting the database systems, building the data access frameworks and provide 24/7 support of these services in production. We're looking for someone experienced with database systems at scale, and the welcomes the challenges of balancing usability, performance, agility and availability. What you’ll be doing:Design and implement tools to automate database operation and monitoringDesign and deploy data access frameworksUse technologies like MySQL, Hadoop, Cassandra, and RedisContinually improve the scalability and availability of the client database systemsExpand the capabilities and improve the performance of our data access frameworksCollaborate with other teams to design data-intensive features and servicesPlan and participate in software development from inception to completionUtilize scripting languages such as PHP, Python, Java, Scala, or Ruby, so prior experience with at least two languages is preferred Let’s talk about us: Some IT professionals watch their careers shoot straight up. Others spend years at one company after another struggling to get noticed and stay on top of developing technologies. If you are looking for a place that puts employees first while staying on the cutting edge of technology, come to Taos. We’ll immerse you in multiple environments and operating technologies, give you access to the collaboration of a strong technical community, and expose you to IT innovation as it happens in real-time. With unparalleled adaptability, you have the opportunity to leverage Taos as an employer to be successful. Referrals: We love referrals so much that we pay for them! If you know someone that you would recommend, click HERE or go to our website at http://www.taos.com/it-talent/opportunities/and we will do the rest! We'll make sure that you receive the $1000 referral bonus after they are employed with us. Compensation: Our compensation package includes a competitive salary, medical and dental insurance, 401k, paid vacation, sick time and holiday pay, plus loads of free training (Puppet, Chef, Nagios, LAMP Stack, PMP, ITIL, Python, etc.)! How to apply: If you’re interested in this position or know someone who is, please email your resume (Word or PDF format) and contact information toopportunities@taos.com.        Taos Mountain, LLC is an equal opportunity employer.  All qualified applicants will receive consideration for employment without regard to race, religion, color national origin, sex, age, status as a protected veteran, or status as a qualified individual with disability. Veterans are encouraged to apply! E-Verify Participant: This employer will provide the Social Security Administration (SSA) and, if necessary, the Department of Homeland Security (DHS), with information from each new employee’s Form I-9 to confirm work authorization. Please go to http://www.taos.com/it-talent/opportunities/ and review the E-Verify Participant and Right to Work links for more information."
415,database administrator,"About the company: Tekizma Inc. is a Health IT company based in Tysons Corner, VA. Tekizma builds Healthcare IT products that help healthcare consumers as well as providers. Our primary goal is to build healthcare products using the latest advances in computational sciences. We are looking for a full-time Software Engineer to be part of the company and take on the 21st century healthcare challenge. For a qualified candidate relocation assistance may be provided. Required Skills: Minimum 8 years experience required.A BS degree in Computer Science or related disciplineStrong proficiency with SQL and its variation among popular databasesExperience with some of the modern relational databasesSkilled at writing and optimizing large complicated SQL statements and ProceduresKnowledge of best practices when dealing with relational databasesCapable of configuring popular database engines and orchestrating clusters as necessaryCapable of troubleshooting common database issuesFamiliar with tools that can aid with profiling server resource usage and optimizing itProficient understanding of code versioning tools such as {{Git / Mercurial / SVN}}ETL SkillsPreferred skills: Programming experience in C, C++, Java or Python. Other:Candidate needs to be Authorized to work in the U.S.Tekizma provides competitive salary with other benefits like health insurance, 401k, etc.We are open to Corp to Corp. "
416,database administrator,"Apex Systems, the nation’s 2nd largest Information Technology staffing organization, has a PL/SQL Development opportunity with an industry leader in the Hartford, CT area.  This is a 1+ year contract with the opportunity to be converted fulltime. This opportunity also offers training potential, weekly pay, coverage and other perks!Applicants must be an excellent communicator, quick learner and team player.  Seeking 5+ years Oracle development experience within an enterprise environment.  If interested, send a resume to Tyler Boland, Applications and Security Recruiter, via tboland@apexsystemsinc.com.  To view all jobs from Apex, and/or sign up to receive posting alerts that match your criteria, join our Talent Network via http://itcareers/apexsystemsinc.com/.   Overview of Senior PL/SQL Developer:Design complex data movement, manipulation, and delivery solutionsDesign and construct metadata and semantic layers for ease of access via front-end solutionsManage promotion of code/objects through the development, test, and production processesDesign and construct data transformation and movement solutions into 3NF and Dimensional data storesResponsibilities: Partner with architecture and front end developers to create conceptual designs and detailed technical specifications for data management solutions. Design and construct data solutions for efficient and reliable data accessibility. Design and construct data transformation and data movement solutions into 3NF and Dimensional data stores. Design and construct metadata and semantic layers for ease of access via front-end solutions. Managing promotion of code/objects through the development, test and production processes. Troubleshooting support tickets for operational issues.5+ years of experience working as an Oracle database developer (Oracle Database 10g or greater)5+ years of working in a data warehousing environment, ETL development, PL/SQL development and database performance tuning.Experience with Business ObjectsPreferred Qualifications: Oracle 11G, Oracle GoldenGate 11g, SAP Data Services 4.2Data movement architectural patterns, and a thorough understanding of system development lifecyclesExperience in data modeling, data mapping, and data architecture is desirableEnterprise Job Scheduler software "
417,database administrator,"IN PERSON INTERVIEW MANDATORY. LOCAL CANDIDATES ONLY. NO SKYPEThe Tri-Com Consulting Group A Full Service IT Employment Consulting Firm is seeking qualified candidates for the following opening:PROJECT/SYSTEM OVERVIEWOur client, is embarking on a project to prepare for modernizing its existing Home and Community Based Services (HCBS) application and technology infrastructure environment. The program goal is to move the client's Access Database’s to a Microsoft SQL backend infrastructure, purify and normalizing the data where applicable, upgrade Access 2007 front end to web based front end, and to migrate reporting capabilities to either SSRS or Tableau.  This project and role will be responsible to move Payments functionality from its current Access-based front end platform a .Net application accessible through the DDS Global Security Gateway.  SCOPE OF WORKPlan, organize, manage and successfully complete complex projectsPlan migrations, conversions, imaging, applications development, and 3rd party softwareimplementationsDecipher key project objectives and identify capabilities to bridge solutions with newtechnologiesProvide organizational leadership, staff management, and effectively manage diverse projectteamsPerform tasks related to systems analysis, design, and development and SDMCollaborate and cooperate with intra agency, interagency and vendor staff to coordinate andaccomplish project objectivesSuccessfully manage multiple concurrent projectsDevelop technical and user documentation, including training materialsAdministration and maintenance of development Web / Application serverWeb Site administration, design and development including Site BrandingAssign and maintain Global Security permissions for all Sites.Work with business users to develop web application solutions including simple to complexworkflows, forms, sites, lists, and librariesDevelop policy, procedures, and process improvement recommendationsDecision-making, problem solving, and addressing process improvement areasAssisting with and troubleshooting issues in computer operations, installations, configurations,networks, network administration, security, and programmingWeb development including utilizing Visual Studio, C#, VB .NET, JavaScript, jQuery, C#,HTML, CSS and SQL Server backend.Knowledge in Team Foundation Server (TFS) for code source safe.Provide user support with Microsoft Visio 2010 and Microsoft Office 2010 Perform related duties are required.Required Skills/Experience (demonstrated 5-7 years of technical experience developing web applications):Design and development of.NET VB / C# applications.JavaScript, jQuery, VB .NET, C#, HTML / XML, CSS and/or REST.Design and development of SQL database; data or relational modeling; SSIS; SSRS.Experience in BI Analytical tools is a plus (Tableau).Legacy application managementQualified Candidates should apply to this job posting with their resume, compensation requirements and references.~Tri-Com is an Affirmative Action/Equal Opportunity Employer~As a condition of employment you will be required to pass a drug screening and other background checks.IN PERSON INTERVIEW MANDATORY. LOCAL CANDIDATES ONLY. NO SKYPE"
418,database administrator,"This position is more of an analyst rather than a developer. Yes, they will need experience as a SQL developer BUT more importantly they need to be able to look at data and understand what is going on in a broken database. This position will be fixing problems within systems they may have never seen before so they need to be good at interpreting data structures and problem solving. This is NOT new development. This ability to problem solve is more important than SQL development experience.    Requirements:·         Experience in MS Access, SQL code, Oracle, C#, VBA, MS Excel·         Strong communication skills.·         Ability to work in a team.·         Eye for detail and identifying problems. Job Description: ·         Working closely with analysts, designers and staff.·         Documents and demonstrates solutions by developing documentation, flowcharts, layouts, diagrams, charts, code comments and clear code.·         Develops software solutions by studying information needs; conferring with users; studying systems flow, data usage, and work processes; investigating problem areas.·         Testing the product before going live.·         Preparation of training manuals for users. ·         Maintaining the systems once they are up and running. Additional information from client:“The SQL background is for elevated data analysis and problem solving with our software applications that store information in an Oracle database Oracle SQL background and any experience in coding. Knowledge of Windows Batch files are a plus.”  Thanks And RegardsThe Wherry GroupKrishna4094894749Krishna@thewherrygroup.com"
419,database administrator,"The Tri-Com Consulting Group is a full-service Information Technology Consulting. We are currently looking for SQL Developer with SQL Reporting Services for a Contract opportunity in Hartford, CT. If qualified, please send your resume to karl@tricomgroup.com. JOB DESCRIPTION The scope of services required for the Software Engineer includes:Develop SQL Server ReportsCreating reports will include the need to data mine with little to no documentation availableReports will need to include presentation design such as charts, graphs, etc.Assist with data analysisAssess staff development needs in SQL Server and Reporting ServicesTrain staff in SQL ReportingAssist Subject Matter Experts (SME) to produce specifications for reports  The minimum skills and experience levels required for a candidate to be considered for this position include:Minimum of five years of development experience with SQL Server including demonstrated skills in SQL Server Reporting Services (experience in SQL 2005 is a minimum of 5 years with experience in working with SQL 2012)Experience with SQL Server Integration Services is a plus.Experience in utilizing data created using other software packages (e.g. Excel, Access, Crystal)Experience in converting data into visually relevant graphs, charts, etc. Ability to assess staff development needs, assemble training curriculum, and deliver training in a coordinated fashionBackground in structuring data for research purposes.Experience in working with Subject Matter Experts and Ability to work with staff of varying skill levelsAbility work with other IT consultants collaborativelyProven written and verbal communications skillsProven ability to produce quality work independently, with minimal supervisionProven ability to handle multiple projects simultaneously"
420,database administrator,"""System Soft Technologies"" is widely recognized for its professionalism, strong corporate morals, customer satisfaction, and effective business practices. We provide a full spectrum of business and IT services and solutions, including custom application development, enterprise solutions, systems integration, mobility solutions, and business information management. System Soft Technologies combines business domain knowledge with industry-specific practices and methodologies to offer unique solutions, and enable clients to compete with global standards. We find a client-centric approach and a passion for excellence is key in distinguishing ourselves from our competition and in accompanying you on your journey.One of our DIRECT CLIENT is looking for a ­­­­­­­­­­­­­­­­­­­­­""PHP/SQL Developer""Overview:Planning and developing projects of various scale, form, and durationUtilize eye for detail and obsession for clean, well composed code to build out a range of projects from dynamic websitesClient-focused and able to interact directly with various higher ed. (i.e. colleges and universities) customersImprove back office systems and processesProvide insightful reporting and analysisAutomate tedious manual processesWork collaboratively with each department/peers to assess project plans for feasibility, while providing input from a technology perspectiveCreate efficient, scalable and manageable enterprise-level systems using open source technologiesOther projects as directed by the Director of Information Technology.Requirements:BS in Computer Science or equivalent education6+ years in an IT Developer roleMinimum of 5 years’ experience with PHP, MSSQL, MYSQL, Apache, Javascript, LAMP, HTML5 and JQueryFamiliarity with APIs, web services, web design and database design Desired Skills:Extra attention will be given to individuals with VISIO, MS Project, Windows Server experienceProgram and Project Management skills a plusWeb Services – experience building modern web services using XMLWork with digital devices and network appliances connecting to enterprise business systemsBest Regards,Shilpy Sekhri,5850 Granite Parkway Suite #970, Plano, TX -75024P: 254-647-0801 X 226F: 214-436-4677E-mail: Shilpy.Sekhri@sstech.us"
421,database administrator,"Role - PL/SQL DeveloperLocation - Lewisville, TXTerm - Full time permanent position (Client is not willing to sponsor Visa at this moment)Skills Required:1. 8+ years of experience in Informatica and PL/SQL Development2. Ability to work as data analyst and developer as required3. Gather data requirements for new projects4. Act as a Liaison between business users, developers and QA5. Analyze the feasibility and develop functional requirements and design documents for projects involving interaface spec document and mapping documents6. 5+ years of experience in data  warehousing7. 5+ years experience in writing complete SQL queries to anayze data8. Ability to commmunicate on there own9. Ability to drive deliverables on there own10. Should be able to work in onsite/offshore model and lead the onsite as well as offshore team membersIf you bring willingness, flexibility and a desire to impress please apply now.Technical Recruiter: Sajita SreerangamEmail: sajita@reqroute.comPhone: 4087574337 "
422,database administrator,"SQL DBA / Developer Location: Dallas, TX Department: VP - TechnologyType: Full Time Pay: 120,000 neg. No Third Parties or CTC This is a SQL Server and MySQL Server DBA role responsible for providing operational database services to the client. The primary responsibilities of this role include owning, tracking and resolving database related incidents and requests, fulfilling requests and resolving incidents, reviewing service related reports (database backups, monitoring, etc.) daily to ensure service related issues are identified and resolved within established SLAs, to responding to database related alerts and escalations and working with database engineering to come up with strategic solutions to recurring problems. Job Duties & ResponsibilitiesProficient in administering SQL Server and MySQL databases, including installation, configuration, designing and implementing a backup strategy, disaster recovery, and upgradesCapable of implementing and managing database replicationCapable of performing SQL query optimization and data partitioningIn addition, the DBA will be responsible for:Quickly diagnosing server problems and employing preventative measures to maintain high availability database installationsManaging outside resources (such as 3rd party database monitoring firms or consultants) for performing various database administration tasksReviewing and analyzing existing systems and suggest performance optimizations Technical / Personal CompetenciesExperience in troubleshooting and resolving database integrity issues, performance issues, blocking and deadlocking issues, replication issues, connectivity issues, security issues, etc.Experience in implementing operational automation through the use of higher-level scripting languages such as Ruby or PerlExtensive knowledge of SQL Server installation, configuration, optimization in a highly available environmentExtensive knowledge of indexes, index management, integrity checks, configurations, and performance monitoring.Knowledge of the InnoDB and XtraDB storage engines, of MySQL Percona edition and be able to articulate the differences between MySQL Community Edition, Percona Server, and MariaDBExtensive knowledge of triggers and stored proceduresExtensive knowledge of SQL Server and MySQL performance monitoring toolsExtensive knowledge of running SQL Server and MySQL on VMs and migrating to physical machines Education /Job Experience (years & Type)4 Year Bachelors Degree in Computer Science, Computer Engineering, Electrical Engineering, or related disciplineAt least 5 years experience working in both Microsoft Windows and Linux/Unix environmentsAt least 5 years of SQL Server experiencePreferred 5 years of MySQL experience Please feel free to contact us at 972-239-6055. Interested or know anyone who may be qualified?Attach a fresh resume and salary requirements.Will pay referral fee for all placed candidates.Feel free to contact us at 972-239-6055"
423,database administrator,":Dallas, TX6 MonthOur client is actively interviewing a strong technical developer. With strengths in SQL development Stored Proc, C# and asp.NET. The candidate needs to have exceptional comm. skills."
424,database administrator,"C#/SQL Developer Our industry leading client in Charlotte, NC is hiring for a skilled C#/SQL Developer to be a key contributor in a new National migration initiative after a recent acquisition. You will be responsible for developing extremely important web portals while also migrating critical acquisition data into their large platform.  This is a long term position offering great benefits and a very competitive rate! This position is open to C2C but MUST BE ABLE TO INTERVIEW IN PERSON. MUST HAVES:Overall 10+ years IT experienceAt least 5 years of C#/.NET experience-solid exposure to standalone applications and good experience with web applicationsStrong SQL Server development experience including T-SQL, queries, triggers, stored procedures, etc. STRONG communication skillsShould possess good analytical skills, prior systems integration experience and should be a self-starter.Scripting knowledge of batch and kshell scripting preferred.Knowledge on job scheduling tools like Tivoli maestro preferred.Should be willing to coordinate with offshore teams. For immediate consideration, please send updated resumes to    nicki.warren@principlesolutions.com   Key Words: C#, SQL, SQL Server, develop, integrate, .net, back end, database, software, program, programmer, application, web, development, migrate, migration, server, MSSQL"
425,database administrator,"- 7-9 years of experience. - Develops, enhances, debugs, supports, maintains and tests software applications that support business units or supporting functions. - Participates in the design, development and implementation of complex applications, often using new technologies. - Collaborate with external programmers to coordinate delivery of software application.  Qualifications • Excellent communication and presentation skills • Excellent team player • Creative thinker and passionate to design and write quality code with attention to detail • Energetic and persistent. • Excellent analytical, problem solving, and troubleshooting skills. • Ability to work on multiple projects at any given time with great organizational skills • Ability to meet project deadlines and exhibit flexibility to changing business/technical requirements • Ability to deliver independently with minimal supervision • Looking for the big picture even as focusing on day to day activities and tasks • Motivated self-starter who is looking to learn, evaluate, and leverage new and upcoming technologies • Ability to quickly learn new technologies, software development methodologies, and business domain  Required Skills• Strong knowledge/expertise on RDBMS concepts and fundamentals • Good, in-depth and hands-on knowledge of SQL Server • Strong background in database schema design and development. • Extensive knowledge and experience in developing stored procedures, views & functions • Develop and Maintain SQL code and SSIS packages. • Able to participate in all aspects of the design, development, implementation and support of complex tools to support the team, using SQL, .Net, c# and related technologies. • Experience and knowledge of .Net Framework 4.0 / C#, ASP.net version 4.0 • Data sourcing experience from multiple databases. • Strong performance tuning skills for complex queries, procedure and indexing strategies Security and performance oriented application design and development. • Windows Server 2008, SQL Server • Experience and knowledge of MS Office, Visio, TFS and Project ===================================================================SageOne Inc is an Equal Opportunity Employer offering competitive salaries and benefits. Visit our website www.sageoneinc.com"
426,database administrator,"US Tech Solutions is seeking a “PL/SQL Developer” for a 06+ Months Contract position with a client in New York City, New York. Responsibilities:Perform duties as assigned. Requirements:4 years Bachelor’s Degree5+ years of experience in Capital Markets3+ years of handling market data5+ years of Oracle database, including debugging queries, writing stored procedures, views, performance tuning, etc.2-3 years of Sybase database, including debugging queries, writing stored procedures, views, performance tuning, etc.Options, Futures, Indices and ETFMarket dataRelational DatabaseTime-series, columnar databasesShell/Perl ScriptsRisk Analytics and technologyProficiency with Market data and tools.ETL design toolsProficiency in Equities and Derivatives Asset TypesMuch have market data experience, in capital markets moving from Sybase to Oracle/SQL8-10 years, not someone with 20+ years of experienceMust have PerlMust have Oracle/SQL, and understand Sybase on Linux RedHat If you have the described qualifications and are interested in this exciting opportunity, apply today! Benefits of Working with US Tech Solutions: As a US Tech Solutions consultant, we are proud to offer access to the following benefits:Medical and dental insuranceBi-weekly payroll401k planAccount and Delivery Manager for client supportSuccessful re-marketing programReferral program with the opportunity to earn additional income About US Tech Solutions:  US Tech Solutions is a new age leading total talent solutions provider. Our current revenues are in excess of $140 Million annually. Our staffing solutions include multiple labor categories like IT, Scientific, Clinical, Engineering, Finance, and Professional. We currently support over 80 Fortune 500 clients and are a top supplier in various contingent labor programs. We have established a COE for delivery in each labor category. We have multiple customers across verticals including Finance, Pharma, Healthcare, Utility/Energy, Insurance, Public Sector, Telecom and Technology/SI. US Tech recruiters and delivery professionals are highly accomplished career advocates, who get to know you beyond your resume to position you with the opportunities that fit your skills, experience and goals. To learn more about US Tech Solutions and to view all our available career opportunities, please visit us atwww.ustechsolutions.com.“US Tech is an Equal Opportunity Employer” and “US Citizens & all other parties authorized to work in the US are encouraged to apply.” Thank you for your time. Shweta SinghUS Tech SolutionsTel: 201.549.2745Email: shweta.singh@ustechsolutionsinc.comURL: www.ustechsolutions.com"
427,database administrator," you can reach me @ 201-379-3132 or email; mkumar@sprucetech,comJOB DESCRIPTION:The successful candidate will function as a Database Developer (SQL Server, also experience on ETL process and Reporting using SQL Server. The candidate will create database design, developing complex packages, etc. The Developer will also have the opportunity to contribute to the evolution of the system’s architecture and technology, as well as the continual improvement of development processes.• Create database design• Create tables• Develop complex packages, functions and procedures• Responsible for database JOB scheduling, Tuning and perform additional tasks which are related to performance.• Creation of design documents. PREFERRED SKILLS:The preferred candidate will possess 5+ years of experience of database development using Oracle 11g or above or SQL Server; 3+ Years of IT Experience in Database and Business Intelligence Technologies with expertise on ETL process and Reporting using SQL Server 2012, SSIS and SSRS. In addition, candidate will possess strong programming experience in Oracle SQL, PL/SQL; Familiarity in UNIX CRONTAB; Familiarity in Shell scripting; Complete knowledge of Oracle database architecture and industry database design standards; Experience with version control systems, preferably PVCS; and Experience using various development methodologies. Knowledge of CRM tool MS Dynamics will have an advantage; Strong communication, analysis, and problem solving skills; Quick to learn, self-motivated, and enthusiastic; work well within a team environment and with minimal supervision; Comfortable working with clearly defined project plans and contributing estimates to the planning process; Able to meet and deliver on deadlines and work well under pressure; and the ability to follow guidelines and standards as set forth by Client are preferred."
428,database administrator,"Hi,Greetings from Nihaki Systems,Kindly reply back with your recent updated resume and contact details if the below job suits your background. Job Title:  Oracle Pl/SQL DeveloperLocation: Oaks, PAType: ContractDuration: 2+  YearsRate:$DOE (W-2 Only) Job Description:PL / SQL – database developer. Oracle v10-12 experience is required.Additional Information:                      •       Agile Development (Scaled/Modern Agile)•       Acceptance Test Driven Development•       DevOps already in place – Scripting would be nice•       7+ years of experience and can demonstrate lead.•       Technical and Investment processing experience would be a huge  -rajRecruiter7324381906 ext 102raj@nihaki.com "
429,database administrator,"Client is looking for someone with experience in SQL programming, SSRS and SQL server. Must have over 7-8 years of total experience.Experience with All scriptsEHR / HealthCare IT experience a BIG PLUS"
430,database administrator," Develop and maintain portfolio management and new idea generation tools. Develop and maintain the firms risk management system.  This involves writing code to bring in the necessary data and reprice our portfolio under different scenarios and report on the results. Create new SQL and SSRS reports to ease delivery of time sensitive information to internal clients. Review and fix issues related to pre-existing SQL queries, SSRS reports, and database architecture. Develop, support, and maintain C# applications necessary to support the business (if capable).  Skills and Requirements  Required:Experienced in creating efficient SQL queries and database design.  The candidate will be using their skills to query/persist data to and from the various databases that will provide data to various internal clients  Experience with SQL server 2008 or later (2014 or 2016 is a plus). Experience dealing directly with internal business clients (end-users). A self-motivated person that is a quick learner and has good communication skills. Ability to juggle multiple tasks. Ability to work well with other team members and front office personnel. Not required but a plus: Knowledge of C# would be very helpful. SSRS 2012, SSRS 2016 Fundamental knowledge of investment finance (fixed income, equities, risk). Knowledge of Excel/VBA. "
431,database administrator,"SQL Server DB DeveloperThe SQL Server Database Developer is a specialist role within our database team. The person in this role with work very closely with the software development teams and will focus on TSQL development, Data Migrations, Schema Design (both new and legacy) and in support of software and business needs. Technical curiosity and innovation are encouraged and supported at all levels. This is a highly collaborative, hands-on role with interactions throughout the software development organization on a regular basis. This role requires excellent communication and interpersonal skills along with the ability to navigate technical and organizational challenges with minimal direction. We embrace Agile practices throughtout the organization. Collaborative, Interactive and Communicative! Responsibilities: Develop expert level knowledge of specific lines of businessConsistently strive for high quality database solutions and exhibit a strong sense of ownershipDevelop and optimize stored procedures, functions, and triggers using T-SQLIdentify, prioritize and communicate issues with regards to bugs and performance at the database tierReview and modify new and existing stored procedures to enhance performance while learning from and sharing knowledge with othersAssist in the logical design of relational database schemasParticipate in multiple high priority projects simultaneously while interacting with peers to make the best technical decisionsDevelop procedures and scripts for data migrationProvide some off-hour support for production and development database environments as needed Desired Technical Skills: Expert level T-SQL development skillsExpert level relational database design skills (Entity Relationships, Constraints, Primary and Foreign Keys, Defaults, Triggers)Strong understanding of Microsoft SQL Server 2008R2/2012/2014Strong analytical and problem-solving skillsExperience with SQL Server Reporting Services (SSRS)Experience with OR/MGeneral understanding of object oriented software architecture, design, and implementationGeneral understanding of programming techniques and practices "
432,database administrator,RESUME & RATE to ershad at cloudpointamerica com BI Devo             BI Dev (SQL Server) with experience with procedure etco             BizTalk – Nice to haveo             Transaction based processing system. Potentially upgrading SQL Server - define the impact
433,database administrator,"A well-known e-commerce company is in need of an SQL / MySQL Developer with strong analytics experience. You will be responsible for overseeing all aspects of data visualization, utilizing the Tableau platform.  This will require data engineering skills (Java, Python fundamentals) along with the ability to utilize SQL to pull large data sets. The output will be producing high quality dashboards and reports to summarize customer acquisition performance results across a variety of functional channels, including paid search, paid social, display advertising, affiliate marketing, and television.Essential Job Functions:Understand how to elicit requirements from the business to augment the BI data warehouse, Tableau dashboards, subject area analysis, and predictive forecastingProvide business department with operational support around existing and newly developed data solutions and reports; Produce high quality reports and analysis of marketing; effectively using charts, graphs and tables to convey analysis and summarize resultsApply agile approaches for proof-of-concept requirements. Using iterative methods to help drive and refine information requirements, Tableau dashboard mockups, and prototypingPerform high-level data analysis, dashboard interface design, develop user acceptance testing (UAT) criteria, and BI documentationSupport cross-organizational initiatives to improve key performance indicators, offering suggestions as to how information can be used more effectively to improve business performanceAdvanced capabilities in extracting and manipulating large data sets; Proficient in data mining software such as SQL or equivalent? QUALIFICATIONS2+ years of experience working with Tableau Desktop and Server (or related software);Exceptional with Excel and manual data analysis; ability to provide attractive presentation layersExperience working with SQL or MySQL required; experience with BigQuery, Java and Python preferredStrong knowledge of DR marketing metrics and optimization techniques; Experience with performance dashboards, balanced scorecards, strategic managementExperience in a high paced, high volume multi-tasking role and environment "
434,database administrator,"UW Information Technology (UW­IT) is the central IT organization for the University of Washington, responsible for strategic planning, oversight, and direction of the UW’s IT infrastructure, resources, and services. UW­IT provides critical technology support to all three campuses, UW medical centers, and research operations around the world.The Enterprise Integration Platform (EIP) supports the UW’s most complex, transformational projects and is at the heart of UW­IT’s integration strategy. The EIP provides a secure, scalable, and reliable platform between the UW’s major business systems and the client systems that consume them.  It integrates institutional data to provide information that is timely, accurate, and consistent.  The EIP team works with cutting edge technology to design, develop, and support enterprise middleware, enterprise data, web APIs, and event messaging.EIP is currently seeking a SQL Developer to design, innovate, execute, and support the EIP’s data platform.The SQL Developer is responsible for:Producing and testing code for the ETL frameworkEnhancing the ETL framework  Performance tuning queries and databasesStreamlining and automating operationsMaintenance and production support activities  If you enjoy collaborating on complex architectural problems, thinking in enterprise integration patterns; if you have a developers mindset and are enthusiastic about continuous delivery, cloud hosting, automated testing  and monitoring; if you want to work with smart, motivated people who love a challenge and know how to get  things done ­ then this is the job for you! The successful applicant will join a team of highly motivated professionals who embrace innovation in developing and supporting state-of-the-art, enterprise data and application integration services.     Requirements:  Bachelor’s degree in Computer Science, Information Management, Engineering or related field. Minimum of four years’ experience in ETL processing design, planning, testing, and production implementations. Expert level capabilities in Transact­SQL, stored procedure development, query optimization, and tuning. Experience developing and owning solutions in large scale, complex enterprise environments. Demonstrated ability to develop and deliver creative solutions to meet business needs. Enthusiasm for innovation. Tenacity in investigating and resolving issues.   Strong problem solving skills. Ability to work independently and in collaborative groups. Demonstrated excellent written/oral communication skills, presentation skills, technical documentation skills, user liaison skills, and personal interaction abilities.     Desired:  Experience with agile development practices, including test-driven development.Experience with SQL cloud hosting on AzureExperience in Higher Education, preferably at a major research universityExperience with open source development projectsExperience with Workday HCM     Conditions of Employment:  A satisfactory outcome from a criminal history verification may be required prior to hire.   This is an essential position and is required to report to work when UW suspends operations        "
